path,tardy,makespan,tardy2,makespan2
C:/Users/user/gurobi/CA2/500tests/test29.csv,778,1920.2531160159838,776,1894.0690060644235
C:/Users/user/gurobi/CA2/500tests/test31.csv,707,686.8981804316958,705,666.4192636513741
C:/Users/user/gurobi/CA2/500tests/test32.csv,927,639.753478789861,922,621.6890429186114
C:/Users/user/gurobi/CA2/500tests/test33.csv,732,979.6752381559762,728,949.5195381991443
C:/Users/user/gurobi/CA2/500tests/test34.csv,806,1886.0801307395654,805,1836.4543826857343
C:/Users/user/gurobi/CA2/500tests/test35.csv,584,366.0811836415212,574,358.7871320631366
C:/Users/user/gurobi/CA2/500tests/test37.csv,922,1484.8714836636411,920,1446.1294442452722
C:/Users/user/gurobi/CA2/500tests/test38.csv,965,4490.17592293999,963,4437.681626466378
C:/Users/user/gurobi/CA2/500tests/test40.csv,891,4116.403855262959,890,4081.3649100887624
C:/Users/user/gurobi/CA2/500tests/test41.csv,597,341.2641735102702,588,332.95988950484553
C:/Users/user/gurobi/CA2/500tests/test42.csv,647,394.9322084267327,636,383.14754018038
C:/Users/user/gurobi/CA2/500tests/test43.csv,618,435.65502972430284,616,430.54900198162
C:/Users/user/gurobi/CA2/500tests/test44.csv,919,868.4506845526794,916,846.155887070489
C:/Users/user/gurobi/CA2/500tests/test45.csv,687,1605.8564508404108,686,1569.4087944945732
C:/Users/user/gurobi/CA2/500tests/test46.csv,942,1147.2705819984294,938,1116.0196621738785
C:/Users/user/gurobi/CA2/500tests/test47.csv,569,533.1515545118356,563,522.2273233595639
C:/Users/user/gurobi/CA2/500tests/test48.csv,963,3005.160080640451,963,2956.9576434647847
C:/Users/user/gurobi/CA2/500tests/test49.csv,528,1033.1513200391785,527,1007.6866969729052
C:/Users/user/gurobi/CA2/500tests/test50.csv,501,1521.6974412403022,500,1486.2899270518717
C:/Users/user/gurobi/CA2/500tests/test51.csv,628,506.8676306797623,623,491.15703086931376
C:/Users/user/gurobi/CA2/500tests/test52.csv,786,638.9691690346833,779,621.3088499498297
C:/Users/user/gurobi/CA2/500tests/test53.csv,757,436.78996663591727,746,428.53834672544787
C:/Users/user/gurobi/CA2/500tests/test54.csv,715,1641.1008868646197,713,1608.3443524606582
C:/Users/user/gurobi/CA2/500tests/test55.csv,771,2470.598485037844,771,2416.834802053593
C:/Users/user/gurobi/CA2/500tests/test56.csv,913,1699.681538664683,913,1657.6824207292364
C:/Users/user/gurobi/CA2/500tests/test57.csv,520,286.19917023354606,505,276.156339220395
C:/Users/user/gurobi/CA2/500tests/test58.csv,963,783.8162234345839,955,758.3369561759764
C:/Users/user/gurobi/CA2/500tests/test59.csv,977,851.7567582630383,968,832.3101199988531
C:/Users/user/gurobi/CA2/500tests/test60.csv,495,308.75962361496573,488,299.2525435220157
C:/Users/user/gurobi/CA2/500tests/test61.csv,677,336.76167313066384,660,331.4686255030742
C:/Users/user/gurobi/CA2/500tests/test62.csv,952,647.0884839547914,945,628.1787093167746
C:/Users/user/gurobi/CA2/500tests/test63.csv,671,1612.1345279125635,669,1580.6900360682462
C:/Users/user/gurobi/CA2/500tests/test65.csv,887,4104.048038175084,887,4040.116207736585
C:/Users/user/gurobi/CA2/500tests/test66.csv,662,1060.0491154581289,659,1028.938767684517
C:/Users/user/gurobi/CA2/500tests/test67.csv,841,834.9690245325082,833,819.6027116480066
C:/Users/user/gurobi/CA2/500tests/test68.csv,760,520.4539822348055,749,513.348765905504
C:/Users/user/gurobi/CA2/500tests/test69.csv,550,390.59017692815826,544,380.73609219705446
C:/Users/user/gurobi/CA2/500tests/test70.csv,952,2966.8807493910754,951,2914.6245988179726
C:/Users/user/gurobi/CA2/500tests/test72.csv,638,748.5212063337258,638,724.0224832818908
C:/Users/user/gurobi/CA2/500tests/test73.csv,824,762.8243914665783,815,754.2219030182443
C:/Users/user/gurobi/CA2/500tests/test74.csv,739,909.9674276494691,735,887.0655448433429
C:/Users/user/gurobi/CA2/500tests/test75.csv,795,1255.2952290757125,792,1212.7803012924367
C:/Users/user/gurobi/CA2/500tests/test76.csv,662,1032.525265308365,661,1001.3086046698451
C:/Users/user/gurobi/CA2/500tests/test78.csv,686,3209.906278799314,686,3173.098985156021
C:/Users/user/gurobi/CA2/500tests/test79.csv,716,637.2536681742747,709,619.0127529617971
C:/Users/user/gurobi/CA2/500tests/test80.csv,549,350.7410019148612,539,338.10932986558475
C:/Users/user/gurobi/CA2/500tests/test81.csv,664,2070.997459168962,662,2018.3418350161892
C:/Users/user/gurobi/CA2/500tests/test82.csv,977,2312.944646003695,973,2245.9375458412464
C:/Users/user/gurobi/CA2/500tests/test83.csv,967,1832.6714773851247,965,1791.4530326167487
C:/Users/user/gurobi/CA2/500tests/test84.csv,909,868.9541876329937,901,849.4323861551883
C:/Users/user/gurobi/CA2/500tests/test85.csv,569,1037.0635051309064,566,1017.5079592804643
C:/Users/user/gurobi/CA2/500tests/test86.csv,561,1745.964891085204,560,1716.6976704826934
C:/Users/user/gurobi/CA2/500tests/test87.csv,557,534.4654142644863,549,521.5455998498986
C:/Users/user/gurobi/CA2/500tests/test88.csv,612,404.15747423042694,602,383.97451747189365
C:/Users/user/gurobi/CA2/500tests/test89.csv,640,438.98614709195897,632,428.58963861464906
C:/Users/user/gurobi/CA2/500tests/test90.csv,981,742.937020812526,973,723.1174689086855
C:/Users/user/gurobi/CA2/500tests/test91.csv,807,707.6095193527192,805,690.9822347784525
C:/Users/user/gurobi/CA2/500tests/test92.csv,943,585.821242294306,937,570.3288974276418
C:/Users/user/gurobi/CA2/500tests/test93.csv,654,411.0705070522721,644,403.4355904830924
C:/Users/user/gurobi/CA2/500tests/test94.csv,608,1898.0050620938125,605,1854.76703345204
C:/Users/user/gurobi/CA2/500tests/test95.csv,512,321.1154590629445,502,312.11751045597606
C:/Users/user/gurobi/CA2/500tests/test96.csv,791,547.9605659893791,780,534.0762816313785
C:/Users/user/gurobi/CA2/500tests/test97.csv,987,1831.682899339153,984,1793.6635166545636
C:/Users/user/gurobi/CA2/500tests/test98.csv,499,771.0922087625775,497,746.1372528050315
C:/Users/user/gurobi/CA2/500tests/test99.csv,751,1769.0031569532396,750,1731.832249015838
C:/Users/user/gurobi/CA2/500tests/test100.csv,682,507.4649568080859,673,494.74817482804804
C:/Users/user/gurobi/CA2/500tests/test102.csv,886,1407.3200292412162,884,1369.8865054486087
C:/Users/user/gurobi/CA2/500tests/test103.csv,569,1364.533109741923,569,1332.8827053675263
C:/Users/user/gurobi/CA2/500tests/test104.csv,496,294.893171790528,488,285.3506426788581
C:/Users/user/gurobi/CA2/500tests/test105.csv,555,442.4038360784364,544,430.66920801660973
C:/Users/user/gurobi/CA2/500tests/test106.csv,756,602.4846323040165,750,594.4050985214718
C:/Users/user/gurobi/CA2/500tests/test109.csv,962,1136.973138386687,961,1119.2317341267576
C:/Users/user/gurobi/CA2/500tests/test110.csv,762,497.28143281911383,751,482.2677599099768
C:/Users/user/gurobi/CA2/500tests/test111.csv,943,501.0959471438915,930,486.6177953388929
C:/Users/user/gurobi/CA2/500tests/test112.csv,957,3069.5450262857235,956,3013.693596299103
C:/Users/user/gurobi/CA2/500tests/test113.csv,658,1258.6174552818823,655,1227.5405423436607
C:/Users/user/gurobi/CA2/500tests/test115.csv,830,1012.5895013568773,826,995.4684299952404
C:/Users/user/gurobi/CA2/500tests/test116.csv,663,734.0437238177036,657,712.0987090123915
C:/Users/user/gurobi/CA2/500tests/test117.csv,953,1149.2240169882361,952,1126.3802448917047
C:/Users/user/gurobi/CA2/500tests/test118.csv,527,282.60449858344737,517,272.44846034229846
C:/Users/user/gurobi/CA2/500tests/test119.csv,844,525.7448280112773,834,509.6374811971209
C:/Users/user/gurobi/CA2/500tests/test120.csv,600,583.4051603072975,596,568.4441221673156
C:/Users/user/gurobi/CA2/500tests/test121.csv,813,526.2021073531306,803,513.875518068103
C:/Users/user/gurobi/CA2/500tests/test122.csv,800,771.9300812411618,796,750.5552557188638
C:/Users/user/gurobi/CA2/500tests/test123.csv,946,519.1725550558305,940,505.94945578164055
C:/Users/user/gurobi/CA2/500tests/test124.csv,529,377.19221271312597,523,363.3993629093752
C:/Users/user/gurobi/CA2/500tests/test125.csv,595,392.7389101760704,588,381.8958709735631
C:/Users/user/gurobi/CA2/500tests/test126.csv,805,567.5705289595645,799,547.5173611260199
C:/Users/user/gurobi/CA2/500tests/test127.csv,859,438.2739054140852,842,426.778551544065
C:/Users/user/gurobi/CA2/500tests/test128.csv,835,550.1739991018608,829,538.0050556921459
C:/Users/user/gurobi/CA2/500tests/test129.csv,737,1165.165939540022,732,1142.2872927247518
C:/Users/user/gurobi/CA2/500tests/test130.csv,742,455.38378464142863,734,447.93200705179174
C:/Users/user/gurobi/CA2/500tests/test131.csv,862,4072.0789740532673,862,4007.2688280334623
C:/Users/user/gurobi/CA2/500tests/test132.csv,725,778.2899511410525,715,756.857182312123
C:/Users/user/gurobi/CA2/500tests/test133.csv,756,906.3703107687015,750,877.4734045663297
C:/Users/user/gurobi/CA2/500tests/test134.csv,749,653.811584459366,740,629.1991643867931
C:/Users/user/gurobi/CA2/500tests/test135.csv,813,432.88553624270287,804,422.56634396589885
C:/Users/user/gurobi/CA2/500tests/test136.csv,519,295.1240592970883,509,285.6120781432021
C:/Users/user/gurobi/CA2/500tests/test137.csv,519,280.5681735322175,509,273.97475576232813
C:/Users/user/gurobi/CA2/500tests/test138.csv,691,461.994238517309,682,456.05574970275416
C:/Users/user/gurobi/CA2/500tests/test139.csv,710,404.2997456449248,700,391.5187192794972
C:/Users/user/gurobi/CA2/500tests/test140.csv,946,551.2213100379557,934,539.9468947187747
C:/Users/user/gurobi/CA2/500tests/test141.csv,633,351.451448862628,628,339.86609971857683
C:/Users/user/gurobi/CA2/500tests/test142.csv,608,1166.8551390476002,605,1138.9874869274354
C:/Users/user/gurobi/CA2/500tests/test143.csv,628,424.5462856780004,615,408.6891500153833
C:/Users/user/gurobi/CA2/500tests/test144.csv,732,1205.7673761448505,728,1182.3539263182602
C:/Users/user/gurobi/CA2/500tests/test145.csv,528,282.3455997413614,520,275.4177141618944
C:/Users/user/gurobi/CA2/500tests/test146.csv,691,3187.043631985594,688,3147.427299349525
C:/Users/user/gurobi/CA2/500tests/test147.csv,563,918.8664800752032,558,893.655206034879
C:/Users/user/gurobi/CA2/500tests/test148.csv,880,525.0889095563779,873,512.0445959560135
C:/Users/user/gurobi/CA2/500tests/test149.csv,847,1021.2702635372798,846,1002.6945492656558
C:/Users/user/gurobi/CA2/500tests/test150.csv,513,693.9960160431714,508,678.13689306079
C:/Users/user/gurobi/CA2/500tests/test151.csv,814,857.1924584197683,808,838.8909194990337
C:/Users/user/gurobi/CA2/500tests/test152.csv,776,828.7421014619449,773,812.0623668070103
C:/Users/user/gurobi/CA2/500tests/test153.csv,837,527.8641855687115,830,509.4703356006192
C:/Users/user/gurobi/CA2/500tests/test154.csv,921,1063.8493220781695,919,1045.9704285094126
C:/Users/user/gurobi/CA2/500tests/test155.csv,608,658.2937572076281,605,639.1939721562857
C:/Users/user/gurobi/CA2/500tests/test156.csv,817,2474.284984967277,817,2415.40423609096
C:/Users/user/gurobi/CA2/500tests/test157.csv,766,3626.599776280063,765,3571.353407363397
C:/Users/user/gurobi/CA2/500tests/test158.csv,733,522.5940164995512,727,509.56024651216177
C:/Users/user/gurobi/CA2/500tests/test159.csv,945,4337.124040952628,945,4289.582373658832
C:/Users/user/gurobi/CA2/500tests/test160.csv,737,3375.2690855127903,737,3313.26253196171
C:/Users/user/gurobi/CA2/500tests/test161.csv,656,394.95337878502534,645,383.0072373579441
C:/Users/user/gurobi/CA2/500tests/test162.csv,991,567.2094567180122,973,552.96296888698
C:/Users/user/gurobi/CA2/500tests/test164.csv,567,368.97832053303136,555,361.6716819016645
C:/Users/user/gurobi/CA2/500tests/test165.csv,827,572.1301999695925,818,551.7221133377165
C:/Users/user/gurobi/CA2/500tests/test166.csv,628,1511.7779704030024,628,1479.4719737653622
C:/Users/user/gurobi/CA2/500tests/test167.csv,521,560.606012707245,509,543.5804911603368
C:/Users/user/gurobi/CA2/500tests/test168.csv,740,863.5173671946479,735,844.8380001242149
C:/Users/user/gurobi/CA2/500tests/test169.csv,658,363.3567254897968,647,349.08828370787387
C:/Users/user/gurobi/CA2/500tests/test170.csv,504,795.763299662179,504,771.9030366170492
C:/Users/user/gurobi/CA2/500tests/test172.csv,970,772.8598813301137,962,750.2824857881096
C:/Users/user/gurobi/CA2/500tests/test173.csv,884,863.2682451700755,876,833.939790381103
C:/Users/user/gurobi/CA2/500tests/test174.csv,554,452.90683020772474,546,441.47377436095496
C:/Users/user/gurobi/CA2/500tests/test175.csv,747,671.8126226143056,740,650.9796402169978
C:/Users/user/gurobi/CA2/500tests/test176.csv,672,1592.6319535439072,672,1557.9752098520476
C:/Users/user/gurobi/CA2/500tests/test177.csv,789,830.2923419024478,786,816.3987979992116
C:/Users/user/gurobi/CA2/500tests/test178.csv,746,556.3166809306938,737,539.7884079348889
C:/Users/user/gurobi/CA2/500tests/test179.csv,509,407.59683205147417,505,396.36572863271493
C:/Users/user/gurobi/CA2/500tests/test181.csv,813,1123.1692205152249,810,1095.6227858505524
C:/Users/user/gurobi/CA2/500tests/test182.csv,662,3057.714401118571,662,3028.7772671715284
C:/Users/user/gurobi/CA2/500tests/test183.csv,975,1031.3706750723336,968,1009.6129635788953
C:/Users/user/gurobi/CA2/500tests/test184.csv,778,2410.256954528722,776,2359.914128892859
C:/Users/user/gurobi/CA2/500tests/test186.csv,719,1153.2683022211809,716,1125.4840850267105
C:/Users/user/gurobi/CA2/500tests/test187.csv,871,3995.920037994889,871,3951.1461959735484
C:/Users/user/gurobi/CA2/500tests/test188.csv,906,589.4453621398227,896,574.3002994466082
C:/Users/user/gurobi/CA2/500tests/test189.csv,927,530.9365290402653,920,513.6960784400337
C:/Users/user/gurobi/CA2/500tests/test190.csv,495,386.1171844122285,490,375.72037416389975
C:/Users/user/gurobi/CA2/500tests/test191.csv,754,824.9762480991577,751,800.9727860555855
C:/Users/user/gurobi/CA2/500tests/test192.csv,520,1194.707688079868,518,1166.353043375738
C:/Users/user/gurobi/CA2/500tests/test193.csv,823,503.91270690390405,814,490.3529049193492
C:/Users/user/gurobi/CA2/500tests/test194.csv,621,1015.7791892418966,616,997.9000450092811
C:/Users/user/gurobi/CA2/500tests/test195.csv,945,546.3348389665325,935,531.6708426577194
C:/Users/user/gurobi/CA2/500tests/test196.csv,653,360.2799930996061,644,348.78746642497185
C:/Users/user/gurobi/CA2/500tests/test197.csv,717,369.37595544713787,700,361.33467768465107
C:/Users/user/gurobi/CA2/500tests/test198.csv,908,2815.813332976111,907,2780.592590631932
C:/Users/user/gurobi/CA2/500tests/test199.csv,907,866.7253466596527,902,839.9248856588606
C:/Users/user/gurobi/CA2/500tests/test200.csv,622,409.21206000297826,616,394.54869066082364
C:/Users/user/gurobi/CA2/500tests/test202.csv,917,791.0397410194523,910,777.5043336403241
C:/Users/user/gurobi/CA2/500tests/test203.csv,685,426.5891866788068,672,410.9992440993033
C:/Users/user/gurobi/CA2/500tests/test204.csv,531,373.3370995365356,523,360.1644488801675
C:/Users/user/gurobi/CA2/500tests/test205.csv,882,2051.2267512687126,882,2007.328612757447
C:/Users/user/gurobi/CA2/500tests/test206.csv,951,4333.131078981243,950,4277.140456056423
C:/Users/user/gurobi/CA2/500tests/test207.csv,661,445.8174558190801,653,435.8565224203971
C:/Users/user/gurobi/CA2/500tests/test208.csv,552,2571.9881270665906,552,2540.7949741870293
C:/Users/user/gurobi/CA2/500tests/test209.csv,677,774.594231976363,673,757.2893238735118
C:/Users/user/gurobi/CA2/500tests/test211.csv,766,920.2495916531583,763,896.694054762074
C:/Users/user/gurobi/CA2/500tests/test212.csv,544,347.6856783067042,536,338.9154201430444
C:/Users/user/gurobi/CA2/500tests/test213.csv,899,1089.3751868111644,892,1066.6136102402868
C:/Users/user/gurobi/CA2/500tests/test214.csv,836,584.7130631692959,826,565.4217688094096
C:/Users/user/gurobi/CA2/500tests/test215.csv,500,342.02509975671234,489,339.6299481103765
C:/Users/user/gurobi/CA2/500tests/test216.csv,954,832.813328424734,947,802.4461786299568
C:/Users/user/gurobi/CA2/500tests/test217.csv,951,1283.8761814395664,947,1253.4926873435238
C:/Users/user/gurobi/CA2/500tests/test218.csv,534,421.03429416808433,525,406.8889120012394
C:/Users/user/gurobi/CA2/500tests/test219.csv,564,1074.1452874129147,564,1043.6179612776352
C:/Users/user/gurobi/CA2/500tests/test220.csv,695,456.28263345270324,691,444.9329989523143
C:/Users/user/gurobi/CA2/500tests/test221.csv,696,971.2882046770834,689,937.479278582233
C:/Users/user/gurobi/CA2/500tests/test222.csv,789,939.2602290124973,784,914.0372198872105
C:/Users/user/gurobi/CA2/500tests/test223.csv,594,413.52867360547674,585,398.95163179886146
C:/Users/user/gurobi/CA2/500tests/test224.csv,796,1089.2666319683908,793,1056.927040552339
C:/Users/user/gurobi/CA2/500tests/test225.csv,521,821.9026636761016,517,802.328438279603
C:/Users/user/gurobi/CA2/500tests/test226.csv,546,509.28801911407635,542,499.8592401467122
C:/Users/user/gurobi/CA2/500tests/test227.csv,806,455.6254944908037,795,442.9763759751952
C:/Users/user/gurobi/CA2/500tests/test228.csv,781,760.1031361488697,774,744.5260217186549
C:/Users/user/gurobi/CA2/500tests/test229.csv,800,1110.7725886168091,799,1078.0307788121004
C:/Users/user/gurobi/CA2/500tests/test230.csv,624,403.01939237216476,619,389.35870236342356
C:/Users/user/gurobi/CA2/500tests/test231.csv,934,908.1737537154033,929,878.9530736906669
C:/Users/user/gurobi/CA2/500tests/test233.csv,699,965.2075494178345,698,938.4598012517623
C:/Users/user/gurobi/CA2/500tests/test234.csv,702,362.43563697512195,689,353.3285558192084
C:/Users/user/gurobi/CA2/500tests/test235.csv,563,1279.3420032699096,562,1247.0948857264373
C:/Users/user/gurobi/CA2/500tests/test236.csv,513,529.7378309520109,506,513.3353545742816
C:/Users/user/gurobi/CA2/500tests/test237.csv,695,377.45595700604076,678,365.61950767314283
C:/Users/user/gurobi/CA2/500tests/test238.csv,522,303.03641050198246,514,295.2301073152534
C:/Users/user/gurobi/CA2/500tests/test240.csv,655,1011.2856060148653,652,985.0956373828251
C:/Users/user/gurobi/CA2/500tests/test242.csv,762,1784.7779514509512,756,1757.2072881923448
C:/Users/user/gurobi/CA2/500tests/test243.csv,658,581.0506165781056,651,573.9610391603574
C:/Users/user/gurobi/CA2/500tests/test244.csv,579,327.77872722120713,565,317.4728942653894
C:/Users/user/gurobi/CA2/500tests/test245.csv,936,2189.843731026594,936,2146.03960992461
C:/Users/user/gurobi/CA2/500tests/test246.csv,662,806.4662786741688,656,779.4085413560944
C:/Users/user/gurobi/CA2/500tests/test247.csv,922,2222.7903682688957,919,2165.978183700681
C:/Users/user/gurobi/CA2/500tests/test248.csv,534,512.0991903187921,532,496.87210932490666
C:/Users/user/gurobi/CA2/500tests/test249.csv,664,1547.5922395334462,663,1498.0035368739216
C:/Users/user/gurobi/CA2/500tests/test251.csv,717,861.9956137808704,715,844.8193462609531
C:/Users/user/gurobi/CA2/500tests/test252.csv,900,1229.8982683652832,899,1194.9425125148339
C:/Users/user/gurobi/CA2/500tests/test253.csv,586,1104.5642885011646,583,1076.6621999797078
C:/Users/user/gurobi/CA2/500tests/test254.csv,682,898.3383583544787,677,879.3664274380593
C:/Users/user/gurobi/CA2/500tests/test255.csv,747,530.0428998112309,738,512.9406792087036
C:/Users/user/gurobi/CA2/500tests/test256.csv,596,366.3654735481984,582,353.07079095034504
C:/Users/user/gurobi/CA2/500tests/test257.csv,620,762.0375917016357,619,745.0342407387228
C:/Users/user/gurobi/CA2/500tests/test258.csv,658,896.96454967586,654,877.3808930689152
C:/Users/user/gurobi/CA2/500tests/test259.csv,508,1568.360904205324,508,1550.03510461121
C:/Users/user/gurobi/CA2/500tests/test260.csv,786,3679.4761486867287,784,3627.9644498035555
C:/Users/user/gurobi/CA2/500tests/test261.csv,882,565.7034593648992,876,543.3839873363803
C:/Users/user/gurobi/CA2/500tests/test262.csv,923,2230.1469025776273,919,2168.769320656666
C:/Users/user/gurobi/CA2/500tests/test263.csv,724,394.4267207639168,710,379.7394192316797
C:/Users/user/gurobi/CA2/500tests/test264.csv,647,756.8303591275902,641,738.2524265631956
C:/Users/user/gurobi/CA2/500tests/test265.csv,872,851.7295795371891,865,834.6981196718506
C:/Users/user/gurobi/CA2/500tests/test266.csv,834,507.8524491855004,823,493.5368929381087
C:/Users/user/gurobi/CA2/500tests/test267.csv,557,1340.5863011540253,555,1310.0942126321838
C:/Users/user/gurobi/CA2/500tests/test268.csv,773,606.9047018147362,759,591.5865512260218
C:/Users/user/gurobi/CA2/500tests/test270.csv,923,504.14762665844546,915,488.9359862290025
C:/Users/user/gurobi/CA2/500tests/test271.csv,833,1301.985618627365,832,1277.2009717429562
C:/Users/user/gurobi/CA2/500tests/test272.csv,949,525.3661785267741,938,507.5585681825467
C:/Users/user/gurobi/CA2/500tests/test273.csv,581,556.158338005562,578,543.4969846689205
C:/Users/user/gurobi/CA2/500tests/test275.csv,634,756.4794353941413,626,736.5285300824221
C:/Users/user/gurobi/CA2/500tests/test276.csv,549,327.1640918959199,541,318.29785030759683
C:/Users/user/gurobi/CA2/500tests/test278.csv,731,512.3290209229255,725,500.7497424248333
C:/Users/user/gurobi/CA2/500tests/test279.csv,838,1917.9180232249787,838,1886.1359277581107
C:/Users/user/gurobi/CA2/500tests/test280.csv,537,286.74660579378576,529,281.4609359976346
C:/Users/user/gurobi/CA2/500tests/test281.csv,664,3021.7943668057046,663,2981.6816918027994
C:/Users/user/gurobi/CA2/500tests/test282.csv,936,1488.1652185143741,932,1451.5276498857895
C:/Users/user/gurobi/CA2/500tests/test283.csv,643,611.9544254198772,639,596.0234415651057
C:/Users/user/gurobi/CA2/500tests/test284.csv,857,2597.920423176142,857,2536.9122611098405
C:/Users/user/gurobi/CA2/500tests/test285.csv,990,880.1313318289376,980,863.1128023711142
C:/Users/user/gurobi/CA2/500tests/test286.csv,685,926.2694172674459,680,901.669754984806
C:/Users/user/gurobi/CA2/500tests/test287.csv,753,793.8315102941642,750,766.0158954640071
C:/Users/user/gurobi/CA2/500tests/test288.csv,582,1899.0208778771673,582,1854.2421424345578
C:/Users/user/gurobi/CA2/500tests/test289.csv,610,1510.3981791864173,607,1485.3792001093582
C:/Users/user/gurobi/CA2/500tests/test290.csv,962,918.5161052565257,961,893.4734234432517
C:/Users/user/gurobi/CA2/500tests/test291.csv,822,676.8076470202483,812,658.7142281510393
C:/Users/user/gurobi/CA2/500tests/test292.csv,921,568.384326822281,917,550.2867525609154
C:/Users/user/gurobi/CA2/500tests/test293.csv,812,871.8796223700826,806,839.5305375746176
C:/Users/user/gurobi/CA2/500tests/test294.csv,749,562.3781183895723,741,548.2495877319478
C:/Users/user/gurobi/CA2/500tests/test295.csv,558,345.43331381429556,547,339.6456145099989
C:/Users/user/gurobi/CA2/500tests/test296.csv,954,1130.5459986394078,946,1102.9504835045743
C:/Users/user/gurobi/CA2/500tests/test297.csv,907,1430.1806500647872,903,1394.794467598601
C:/Users/user/gurobi/CA2/500tests/test298.csv,514,323.52416295546215,499,318.5073944856066
C:/Users/user/gurobi/CA2/500tests/test299.csv,830,1122.5172378907455,828,1096.8647708446583
C:/Users/user/gurobi/CA2/500tests/test300.csv,968,1516.1274381085252,962,1476.4150484291938
C:/Users/user/gurobi/CA2/500tests/test302.csv,510,2347.8411544194514,510,2312.3239623211534
C:/Users/user/gurobi/CA2/500tests/test303.csv,626,2898.684853813717,626,2854.948580015464
C:/Users/user/gurobi/CA2/500tests/test304.csv,944,571.7174028296357,936,561.4156330031946
C:/Users/user/gurobi/CA2/500tests/test305.csv,963,779.3941478627227,955,761.8709180100527
C:/Users/user/gurobi/CA2/500tests/test306.csv,900,1215.502394820443,897,1193.2157151764918
C:/Users/user/gurobi/CA2/500tests/test307.csv,849,487.2435211944957,843,479.04051851016663
C:/Users/user/gurobi/CA2/500tests/test308.csv,649,469.07809641466457,646,459.5336799315369
C:/Users/user/gurobi/CA2/500tests/test309.csv,759,542.825672772797,751,530.812824725172
C:/Users/user/gurobi/CA2/500tests/test310.csv,595,325.16974901555074,588,319.19759770030237
C:/Users/user/gurobi/CA2/500tests/test311.csv,956,913.9539094522139,953,897.712988844133
C:/Users/user/gurobi/CA2/500tests/test312.csv,759,574.6711844511789,751,554.7992811610864
C:/Users/user/gurobi/CA2/500tests/test313.csv,905,726.7367967381183,900,715.8421507036294
C:/Users/user/gurobi/CA2/500tests/test314.csv,916,870.3799402029166,912,848.9486150491039
C:/Users/user/gurobi/CA2/500tests/test315.csv,560,506.29383210726036,552,492.66186570218235
C:/Users/user/gurobi/CA2/500tests/test316.csv,626,552.4873178281132,614,543.8120326635161
C:/Users/user/gurobi/CA2/500tests/test317.csv,897,571.2995248615767,883,555.0242580812043
